"";"tailnum";"year";"type";"manufacturer";"model";"engines";"seats";"speed";"engine"
"2171";"N524JB";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A320-232";2;200;0;"Turbo-fan"
"2172";"N524NK";2006;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"2173";"N524UW";2009;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2174";"N525AS";2009;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2175";"N525NK";2006;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"2176";"N526AS";2009;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2177";"N526DE";2022;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2178";"N526JL";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A320-232";2;200;0;"Turbo-fan"
"2179";"N526NK";2006;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"2180";"N527AS";NA;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2181";"N527JL";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A320-232";2;200;0;"Turbo-fan"
"2182";"N527NK";2007;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"2183";"N528AS";2009;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2184";"N528DE";2023;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2185";"N528NK";2007;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"2186";"N529AS";2010;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2187";"N529DT";2023;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2188";"N529JB";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A320-232";2;200;0;"Turbo-fan"
"2189";"N529NK";2007;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"2190";"N530AS";2010;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2191";"N530DE";2023;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2192";"N530NK";2007;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"2193";"N531AS";2010;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2194";"N531DA";2023;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2195";"N531JL";2001;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A320-232";2;200;0;"Turbo-fan"
"2196";"N531NK";2007;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"2197";"N532AS";2010;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2198";"N532DN";2023;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2199";"N532NK";2007;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"2200";"N533AS";2011;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2201";"N53441";NA;"Fixed wing multi engine";"BOEING";"737-924ER";2;191;0;"Turbo-fan"
"2202";"N53442";2009;"Fixed wing multi engine";"BOEING";"737-924ER";2;191;0;"Turbo-fan"
"2203";"N534AS";2011;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2204";"N534DT";2023;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2205";"N534JB";2002;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A320-232";2;200;0;"Turbo-fan"
"2206";"N534NK";2008;"Fixed wing multi engine";"AIRBUS";"A319-132";2;179;0;"Turbo-fan"
"2207";"N534UW";2009;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2208";"N535AS";2011;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2209";"N535DN";2023;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2210";"N535JB";2002;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A320-232";2;200;0;"Turbo-fan"
"2211";"N535NK";2010;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A319-132";2;179;0;"Turbo-jet"
"2212";"N535US";1995;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2213";"N535UW";2009;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2214";"N536AS";2012;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2215";"N536DN";2023;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2216";"N536JB";2002;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2217";"N536NK";2010;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A319-132";2;179;0;"Turbo-jet"
"2218";"N536US";1995;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2219";"N536UW";2009;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2220";"N537AS";2012;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2221";"N537DT";2023;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2222";"N537JT";2002;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2223";"N537US";1996;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2224";"N537UW";2009;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2225";"N538AS";2012;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2226";"N538CA";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"2227";"N538DN";2023;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2228";"N538US";1996;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2229";"N538UW";2009;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2230";"N539DN";2023;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2231";"N539US";1996;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2232";"N539UW";2009;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2233";"N540US";1996;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2234";"N540UW";2009;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2235";"N541DE";2023;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2236";"N541US";1996;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2237";"N54241";1999;"Fixed wing multi engine";"BOEING";"737-824";2;149;0;"Turbo-fan"
"2238";"N542DE";2023;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2239";"N542US";1996;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2240";"N542UW";2009;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2241";"N543DE";2023;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2242";"N543US";1996;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2243";"N543UW";2011;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2244";"N544DN";2023;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2245";"N544US";1996;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2246";"N544UW";2011;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2247";"N545DE";2023;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2248";"N545US";1996;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2249";"N545UW";2011;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2250";"N546AS";2005;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2251";"N546DN";2023;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2252";"N546US";1996;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2253";"N546UW";2011;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2254";"N54711";1998;"Fixed wing multi engine";"BOEING";"737-724";2;149;0;"Turbo-fan"
"2255";"N547JB";2002;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2256";"N547US";1996;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2257";"N548AS";2005;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2258";"N548CA";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"2259";"N548US";1996;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2260";"N549AS";2005;"Fixed wing multi engine";"BOEING";"737-8FH";2;149;0;"Turbo-fan"
"2261";"N549CA";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"2262";"N549US";1996;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2263";"N549UW";2011;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2264";"N550NW";2001;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2265";"N550WN";2001;"Fixed wing multi engine";"BOEING";"737-76Q";2;149;0;"Turbo-fan"
"2266";"N551AS";2006;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2267";"N551UW";2011;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2268";"N551WN";2001;"Fixed wing multi engine";"BOEING";"737-76Q";2;149;0;"Turbo-fan"
"2269";"N552AS";2006;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2270";"N552JB";2002;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2271";"N552NW";2001;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2272";"N552UW";2011;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2273";"N553AS";2006;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2274";"N553NW";2001;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2275";"N553UW";2011;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2276";"N554CA";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"2277";"N554JB";2002;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2278";"N554NW";2001;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2279";"N554UW";2011;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2280";"N555LV";2011;"Fixed wing multi engine";"BOEING";"737-7BD";2;149;0;"Turbo-fan"
"2281";"N555NW";2002;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2282";"N556AS";2006;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2283";"N556JB";2002;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2284";"N556UW";2012;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2285";"N556WN";2011;"Fixed wing multi engine";"BOEING";"737-7BD";2;149;0;"Turbo-fan"
"2286";"N557AS";2006;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2287";"N557NW";2002;"Fixed wing multi engine";"BOEING";"757-251";2;178;0;"Turbo-fan"
"2288";"N557UW";2012;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2289";"N557WN";2000;"Fixed wing multi engine";"BOEING";"737-790";2;151;0;"Turbo-fan"
"2290";"N558AS";2006;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2291";"N558JB";2003;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2292";"N558UW";2012;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2293";"N558WN";2002;"Fixed wing multi engine";"BOEING";"737-73V";2;149;0;"Turbo-fan"
"2294";"N559AS";2006;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2295";"N559JB";2003;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2296";"N559UW";2012;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2297";"N559WN";2002;"Fixed wing multi engine";"BOEING";"737-73V";2;149;0;"Turbo-fan"
"2298";"N560AS";2006;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2299";"N560UW";2012;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2300";"N560WN";2000;"Fixed wing multi engine";"BOEING";"737-790";2;151;0;"Turbo-fan"
"2301";"N561JB";2003;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2302";"N561UW";2012;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2303";"N561WN";2003;"Fixed wing multi engine";"BOEING";"737-73V";2;149;0;"Turbo-fan"
"2304";"N562AS";2006;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2305";"N562JB";2003;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2306";"N562UW";2012;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2307";"N562WN";2000;"Fixed wing multi engine";"BOEING";"737-790";2;151;0;"Turbo-fan"
"2308";"N563AS";2006;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2309";"N563JB";2003;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2310";"N563UW";2012;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2311";"N563WN";2002;"Fixed wing multi engine";"BOEING";"737-752";2;149;0;"Turbo-fan"
"2312";"N564AS";2006;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2313";"N564JB";2003;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2314";"N564WN";2002;"Fixed wing multi engine";"BOEING";"737-73V";2;149;0;"Turbo-fan"
"2315";"N565AS";2006;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2316";"N565JB";2003;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2317";"N565WN";2002;"Fixed wing multi engine";"BOEING";"737-76Q";2;149;0;"Turbo-fan"
"2318";"N566AS";2007;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2319";"N566JB";2003;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2320";"N566WN";2002;"Fixed wing multi engine";"BOEING";"737-7CT";2;149;0;"Turbo-fan"
"2321";"N567UW";2013;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2322";"N567WN";2002;"Fixed wing multi engine";"BOEING";"737-7CT";2;149;0;"Turbo-fan"
"2323";"N56859";2004;"Fixed wing multi engine";"BOEING";"757-324";2;275;0;"Turbo-fan"
"2324";"N568AS";2007;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2325";"N568JB";2003;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2326";"N568UW";2013;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2327";"N569AS";2007;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2328";"N569JB";2003;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2329";"N569WN";2002;"Fixed wing multi engine";"BOEING";"737-7CT";2;149;0;"Turbo-fan"
"2330";"N57016";2000;"Fixed wing multi engine";"BOEING";"777-224";2;400;0;"Turbo-fan"
"2331";"N570AS";2007;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2332";"N570JB";2003;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2333";"N570WN";2002;"Fixed wing multi engine";"BOEING";"737-7CT";2;149;0;"Turbo-fan"
"2334";"N57111";1994;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"2335";"N571JB";2003;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2336";"N57286";2022;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"2337";"N57299";2023;"Fixed wing multi engine";"BOEING";"737-8";2;185;0;"Turbo-fan"
"2338";"N572UW";2013;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-231";2;379;0;"Turbo-fan"
"2339";"N573UW";2014;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-231";2;379;0;"Turbo-fan"
"2340";"N57439";2009;"Fixed wing multi engine";"BOEING";"737-924ER";2;191;0;"Turbo-fan"
"2341";"N575UW";2014;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-231";2;379;0;"Turbo-fan"
"2342";"N576UW";2014;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-231";2;379;0;"Turbo-fan"
"2343";"N577AS";2007;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2344";"N57852";2001;"Fixed wing multi engine";"BOEING";"757-324";2;275;0;"Turbo-fan"
"2345";"N57855";2004;"Fixed wing multi engine";"BOEING";"757-324";2;275;0;"Turbo-fan"
"2346";"N57857";2004;"Fixed wing multi engine";"BOEING";"757-324";2;275;0;"Turbo-fan"
"2347";"N57862";2001;"Fixed wing multi engine";"BOEING";"757-33N";2;275;0;"Turbo-fan"
"2348";"N57863";2001;"Fixed wing multi engine";"BOEING";"757-33N";2;275;0;"Turbo-fan"
"2349";"N57864";2001;"Fixed wing multi engine";"BOEING";"757-33N";2;275;0;"Turbo-fan"
"2350";"N57868";2002;"Fixed wing multi engine";"BOEING";"757-33N";2;275;0;"Turbo-fan"
"2351";"N57869";2002;"Fixed wing multi engine";"BOEING";"757-33N";2;275;0;"Turbo-fan"
"2352";"N57870";2003;"Fixed wing multi engine";"BOEING";"757-33N";2;275;0;"Turbo-fan"
"2353";"N578UW";2014;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-231";2;379;0;"Turbo-fan"
"2354";"N579AS";2007;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2355";"N579JB";2003;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2356";"N579UW";2014;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-231";2;379;0;"Turbo-fan"
"2357";"N580JB";2003;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2358";"N580UW";2014;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2359";"N58101";1994;"Fixed wing multi engine";"BOEING";"757-224";2;178;0;"Turbo-fan"
"2360";"N581AS";2007;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2361";"N581UW";2014;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-231";2;379;0;"Turbo-fan"
"2362";"N582CA";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"2363";"N582UW";2014;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-231";2;379;0;"Turbo-fan"
"2364";"N583AS";2007;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2365";"N583JB";2004;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2366";"N583UW";2014;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-231";2;379;0;"Turbo-fan"
"2367";"N584AS";2007;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2368";"N584JB";2004;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2369";"N584UW";2014;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-231";2;379;0;"Turbo-fan"
"2370";"N585AS";2007;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2371";"N585JB";2004;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2372";"N585UW";2014;"Fixed wing multi engine";"AIRBUS INDUSTRIE";"A321-231";2;379;0;"Turbo-fan"
"2373";"N586AS";2007;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2374";"N586JB";2004;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2375";"N586UW";2014;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2376";"N587AS";2007;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2377";"N587JB";2004;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2378";"N587UW";2014;"Fixed wing multi engine";"AIRBUS";"A321-231";2;379;0;"Turbo-fan"
"2379";"N588AS";2007;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2380";"N588JB";2004;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2381";"N589AS";2007;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2382";"N589JB";2004;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2383";"N59053";2000;"Fixed wing multi engine";"BOEING";"767-424ER";2;292;0;"Turbo-fan"
"2384";"N590AS";2008;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2385";"N590JB";2004;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2386";"N590NW";2003;"Fixed wing multi engine";"BOEING";"757-351";2;275;0;"Turbo-fan"
"2387";"N591JB";2004;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2388";"N592AS";2008;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2389";"N592JB";2004;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2390";"N593AS";2008;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2391";"N593JB";2004;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2392";"N593NW";2003;"Fixed wing multi engine";"BOEING";"757-351";2;275;0;"Turbo-fan"
"2393";"N594AS";2008;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2394";"N594JB";2004;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2395";"N595JB";2004;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2396";"N596AS";2008;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2397";"N597AS";2008;"Fixed wing multi engine";"BOEING";"737-890";2;149;0;"Turbo-fan"
"2398";"N597JB";2004;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2399";"N598JB";2004;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2400";"N599JB";2004;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2401";"N600LR";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"2402";"N601AW";2003;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2403";"N601LR";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"2404";"N601NK";2010;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2405";"N601UX";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"2406";"N602LR";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"2407";"N602NK";2010;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2408";"N602UX";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"2409";"N603AT";2001;"Fixed wing multi engine";"BOEING";"717-200";2;100;0;"Turbo-fan"
"2410";"N603CZ";2007;"Fixed wing multi engine";"EMBRAER-EMPRESA BRASILEIRA DE";"ERJ 170-200 LR";2;80;0;"Turbo-fan"
"2411";"N603FR";2022;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2412";"N603JB";2005;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2413";"N603NK";2010;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2414";"N603UX";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"2415";"N604CZ";2007;"Fixed wing multi engine";"EMBRAER-EMPRESA BRASILEIRA DE";"ERJ 170-200 LR";2;80;0;"Turbo-fan"
"2416";"N604FR";2022;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2417";"N604LR";2007;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"2418";"N604NK";NA;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2419";"N604UX";2019;"Fixed wing multi engine";"EMBRAER S A";"ERJ 170-200 LL";2;88;0;"Turbo-fan"
"2420";"N605FR";2022;"Fixed wing multi engine";"AIRBUS";"A321-271NX";2;246;0;"Turbo-fan"
"2421";"N605JB";2005;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
"2422";"N605LR";2008;"Fixed wing multi engine";"BOMBARDIER INC";"CL-600-2D24";2;95;0;"Turbo-fan"
"2423";"N605NK";2011;"Fixed wing multi engine";"AIRBUS";"A320-232";2;200;0;"Turbo-fan"
